date,startup,vertical,subvertical,city,investors,round,amount
2015-11-17,bibox,Kids Tool kit for Innovation platform,,Bengaluru,ravi krishnamurthy,Seed Funding,4.876
2015-11-17,convegenius,Mobile Learning Solutions,,Noida / Singapore,enablers platform,Seed Funding,2.76
2015-11-18,ola,Car Aggregator & Retail Mobile App,,Bengaluru,"baillie gifford, falcon edge capital, tiger global, softbank group, dst global, didi kuaidi",Private Equity,4600.0
2015-11-18,goodbox,conversational commerce mobile app,,Bengaluru,nexus venture partners,Private Equity,23.0
2015-11-18,scoopwhoop,Viral Content web Platform,,New Delhi,kalaari capital,Private Equity,36.8
2015-11-18,hipship,Express local delivery platform,,Bengaluru,"inara capital , rishi khiani",Seed Funding,0.0
2015-11-18,pickrr,On-Demand Local Logistics provider,,New Delhi,palaash ventures,Seed Funding,0.0
2015-11-18,truelancer,Curated Freelancer Marketplace,,New Delhi,"blackstone valley group, raghu vohra, aditya dev sood, kamal bansal",Seed Funding,0.0
2015-11-19,aha taxis,Online Taxi Rental Platform,,Noida,ah! ventures,Seed Funding,0.0
2015-11-19,urbanclap,Mobile Services Marketplace,,Gurugram,"bessemer venture partner, accel, saif partners",Private Equity,230.0
2015-11-19,sensegiz,Smartwatch Maker,,Belgaum,karnataka semiconductor venture capital firm,Seed Funding,4.6
2015-11-19,placeoforigin,Online Gourmet Food Marketplace,,Bengaluru,"s.d. shibulal, kris gopalakrishnan, srinath batni, professor tarun khanna, ganapathy venugopal.",Seed Funding,0.0
2015-11-19,fourseven,Online Jewellery etailer,,New Delhi,indian angel network,Seed Funding,4.186
2015-11-20,mindtickle,Sales & Productivity Software,,Pune / US,new enterprise associates,Private Equity,115.0
2015-11-20,shopsense,ecommerce related software product platform,,Mumbai,"kae capital, kunal bahl, rohit bansal",Seed Funding,0.0
2015-11-20,medinfi,Health-Tech platform,,Bengaluru,"ram kumar kakani, pradeep k jaisingh, sunil t v, vijay ghadge, hemant kaul, gurmeet chahal & others",Seed Funding,2.806
2015-11-20,ouwt,Nightlife Discovery Mobile App,,Mumbai,undisclosed investors,Seed Funding,1.38
2015-11-20,heypillow,Online Real Estate Marketplace,,Bengaluru,hampton capital,Private Equity,27.6
2015-11-21,healers at home,"Home Healthcare Services platform,",,New Delhi,"daljit singh, dr. pramath raj sinha, bvr mohan reddy",Seed Funding,0.0
2015-11-21,caravan craft,Indian Ethnic Crafts Etailer,,Bengaluru,"unitus seed fund, bijou kurien, narayan ramachandran",Private Equity,11.04
2015-11-21,talkoot,Social platform for traders and investors,,Bengaluru,undisclosed investors,Seed Funding,0.92
2015-11-23,rentomojo,"Online Furniture, Home Appliances Rental Platform",,Bengaluru,"idg ventures india, accel partners india",Private Equity,18.4
2015-11-23,medikoe,Healthcare Services Discovery platform,,Bengaluru,anil menon,Seed Funding,0.92
2015-11-24,stylofie,Health and Beauty Services Marketplace,,Gurugram,swastika,Seed Funding,2.3
2015-11-24,servx,Automotive Services platform,,New Delhi,manish gupta,Seed Funding,0.0
2015-11-24,naaptol,Online and TV Shopping Marketplace,,Mumbai,"mitsui & co., new enterprise associates, canaan partners, silicon valley bank",Private Equity,478.4
2015-11-24,crayon data,Big Data Analytics Platform,,Chennai/ Singapore,ratan tata,Private Equity,0.0
2015-11-25,earlysalary,Mobile App based Loan disbursement platform,,Mumbai,ashok agarwal,Seed Funding,13.8
2015-11-25,tooler,On Demand Laundry Services App,,New Delhi,"raghu khanna, sameer gupta",Seed Funding,1.012
2015-11-25,s chand,Education Content Provider,,New Delhi,ifc everstone group,Private Equity,248.4
2015-11-26,stelae,Content Management Software Solutions,,Chennai,earlsfield capital,Private Equity,0.0
2015-11-26,goqii,Fitness Tracking Management Solutions,,Mumbai,"new enterprise associates, cheetah mobile",Private Equity,123.28
2015-11-26,grofers,Hyper-local Grocery Delivery platform,,Gurugram,"softbank, tiger global, sequoia capital, apoletto managers",Private Equity,1104.0
2015-11-26,pluss,Hyperlocal healthcare product Delivery Service provider,,Gurugram,"idg ventures, m & s partners, powerhouse ventures (usa).",Private Equity,9.2
2015-11-26,kountmoney,Online Lending Marketplace,,Bengaluru,"tracxn, ashish goenka & others",Seed Funding,0.0
2015-11-27,stayglad,On Demand Beauty Services Platform,,Bengaluru,"bessemer venture partners, anil chopra",Private Equity,0.0
2015-11-27,justride,Self Driven Rental Car Platform,,Mumbai,undisclosed,Private Equity,18.4
2015-11-27,fastudent,Education Content etailer,,Noida,ashish gupta,Seed Funding,0.0
2015-11-27,learnon,Clud based Learning platform,,Chennai,jmr infotech india pvt ltd,Seed Funding,0.0
2015-11-27,talentrack,Talent Exchange & Talent Services Marketplace,,New Delhi,unigrowth inc,Seed Funding,0.0
2015-11-28,m-taxi,Two-Wheeler Taxi Service,,Gurugram,"mandeep singh, jairaj singh",Seed Funding,0.0
2015-11-30,baxi,Two-Wheeler Taxi Service,,Gurugram,"manish kheterpal, alok mittal, puneet dalmia,",Seed Funding,13.34
2015-11-30,superhero brands,character merchandize sales platform,,Mumbai,dsg consumer partners,Seed Funding,4.968
2015-11-30,momagic,Mobile Application Developer,,New Delhi,fih mobile ltd,Private Equity,0.0
2015-11-30,qikpod,Ecommerce Delivery locker services,,Bengaluru,"flipkart, accel partners, delhivery, foxconn",Private Equity,82.8
2015-11-30,butterfly interactive,extra curricular activities marketplace app,,New Delhi,undisclosed investors,Seed Funding,0.0
2015-11-30,bro4u,Hyperlocal Online Home services provider,,Bengaluru,sargod ventures,Seed Funding,0.0
2015-01-10,indifi,Easy Business Loans platform,,Gurugram,"accel partners, elevar equity, pramod bhasin, rajan anandan, gaurav dalmia, abhishek goyal, gagan hasteer , arun tadanki",Seed Funding,0.0
2015-01-10,wydr,Performance based Wholesale Marketplace,,New Delhi,sandeep aggarwal,Seed Funding,0.0
2015-01-10,easyfix,Professional Services Marketplace,,Gurugram,axilor ventures,Seed Funding,0.0
2015-01-10,muvizz,Movie-on-demand platform,,Singapore,"ashish todi, abhinav patodia, kumar shwetabh",Seed Funding,3.22
2015-01-10,abhibus,us ticketing and fleet management platform,,Hyderabad,paytm (one97 communications),Private Equity,0.0
2015-01-10,cleartax,Online Income Tax Filing platform,,New Delhi,paytm (one97 communications),Private Equity,0.0
2015-02-10,shopalyst,Product discovery & recommendation platform,,Bengaluru,kalaari capital,Private Equity,18.4
2015-03-10,chillr,Mobile Payments App,,Mumbai,sequoia capital,Private Equity,55.2
2015-05-10,nykaa,Beauty & Wellness Products e-tailer,,Mumbai,"harsh mariwala, atul nishar, dalip pathak, michael carlos",Private Equity,87.4
2015-05-10,voylla,Fashion jewelry and accessories e-tailer,,Jaipur,peepul capital,Private Equity,138.0
2015-05-10,indialends,Online Consumer Lending platform,,New Delhi,"dsg consumer partners, paragon partners",Private Equity,9.2
2015-05-10,rock n shop,Premium Apparel shopping portal,,New Delhi,high networth individuals (undisclosed),Seed Funding,1.38
2015-06-10,docplexus,Exclusive Platform for Doctors & Healthcare professionals,,Pune,"uniqorn ventures, asp consulting",Seed Funding,6.44
2015-06-10,workindia,Job Board,,Mumbai,"satyen kothari, keshav sanghi, riddhesh gandhi & others",Seed Funding,4.6
2015-06-10,sportzvillage,Sports Management & Physical Education Business,,Bengaluru,gaja capital private equity fund,Private Equity,92.0
2015-06-10,sportybeans,multi-sport program for preschoolers,,Pune,youwecan ventures,Seed Funding,0.0
2015-06-10,burger singh,QSR & Online delivery portal,,Gurugram,"ashvin chadha, avtar monga, udaan angels, dheeraj jain",Seed Funding,4.6
2015-06-10,welcome cure,Online Homeopathy Clinic,,Mumbai,unnamed media house and hnis,Private Equity,55.2
2015-07-10,schoolguru,E-Learning Service Provider,,Mumbai,high networth individuals from india & usa,Private Equity,27.6
2015-07-10,naturally yours,Organic Food etailer,,Mumbai,sanjay mehta,Seed Funding,0.0
2015-07-10,gojavas,Delivery & Logistics Service provider,,Gurugram,snapdeal,Private Equity,184.0
2015-07-10,scandid,Product Discovery & comparison App,,Pune,micromax informatics,Private Equity,0.0
2015-07-10,stalkbuylove,Online Apparels Fashion brand,,New Delhi,"mato peric, peter kabel & others",Private Equity,0.0
2015-08-10,zupermeal,Home Cooked Food marketplace & Delivery,,Mumbai,"sanjeev kapoor, ravi saxena & others",Private Equity,18.4
2015-08-10,cube26,Gesture based Mobile Development,,New Delhi,"tiger global management, flipkart",Private Equity,70.84
2015-08-10,mobikon,Hotel Mobile CRM Software platform,,Pune / Singapore,"life.sreda, qualgro",Private Equity,0.0
2015-08-10,grabhouse,Rental Accommodation Search platform,,Bengaluru,sequoia and kalaari capital.,Private Equity,92.0
2015-08-10,quifers,Logistics Tech Platform,,Mumbai,"vikas agarwal, vishal khare, sanjeev kakkar, smile group",Seed Funding,2.852
2015-09-10,stockroom,Developer Portfolio Showcase platform,,Hyderabad,undisclosed investors,Seed Funding,0.644
2015-09-10,curofy,Doctors Network Mobile App,,New Delhi,roundglass partners,Private Equity,0.0
2015-09-10,cloud lending,End-to-End Lending platform,,Bangalore / San Mateo,sf capital group,Private Equity,73.6
2015-09-10,inayo,on-demand healthcare marketplace,,Mumbai,"kemark ventures, amit ranjan, zishaan hayath and others",Seed Funding,2.76
2015-09-10,wonobo,360-degree view creating platform,,Bengaluru,quikr,Private Equity,0.0
2015-09-10,kulzy,Advertising & Marketing Community Networking platform,,New Delhi,"seedfund, bedrock ventures",Seed Funding,9.2
2015-09-10,zeppery,Food Ordering & Delivery App,,New Delhi,suyash sharma,Seed Funding,0.7084
2015-12-10,zify,Ride Sharing platform,,Hyderabad,sean o'sullivan & others,Seed Funding,1.748
2015-12-10,faircent,Online P2P lending marketplace,,Gurugram,aarin capital partners,Private Equity,0.0
2015-12-10,bizongo,B2B marketplace for industrial goods,,Mumbai,accel partners,Seed Funding,0.0
2015-12-10,gridle,Cloud Based Collaboration platform,,Ahmedabad,letsventure,Seed Funding,0.92
2015-12-10,tripoto,global community for travellers,,New Delhi,"500 startups, idg ventures & advantedge fund, neeraj arora, leon seynave",Private Equity,0.0
2015-12-10,mubble,Prepaid Bill manager App,,Bengaluru,accel partners,Private Equity,0.0
2015-10-13,voodoo,Mobile Only Shopping Assistant,,New Delhi,saif partners,Seed Funding,9.2
2015-10-13,lookup,Mobile Messaging Assistant App,,Bengaluru,"khosla impact, biz stone, catamaran ventures, global founders capital, european investment fund",Private Equity,23.0
2015-10-14,askmygift,Personalized Wish List creator app,,Noida,turning ideas,Seed Funding,0.46
2015-10-14,gaana,Music Streaming mobile app,,Mumbai,micromax informatics ltd,Private Equity,0.0
2015-10-14,zappfresh,Raw Meat & Ready to eat food etailer,,Gurugram,undisclosed investors,Seed Funding,0.7084
2015-10-14,gymtrekker,Gym Discovery platform,,Mumbai,"dewang neralla,roopak taneja, manisha gupta",Seed Funding,0.0
2015-10-15,bounty app,Online Purchase rewards app,,Bengaluru,"fireside ventures, mumbai angels mape advisory group.",Seed Funding,0.0
2015-10-16,homers.in,Home rental platform,,Gurugram,"devesh rai g, rajesh aggarwal, amitpal bhutani",Seed Funding,0.0
2015-10-16,mshipper,Crowdsourced Delivery platform,,New Delhi,vijai laxmi,Seed Funding,0.0
2015-10-16,bolrealty,Real Estate Insights platform,,New Delhi,manpreet singh,Seed Funding,0.0
2015-10-17,s-cube futuretech,Structural & Civil Engg Service Automation,,Mumbai,parampara capital,Private Equity,9.2
2015-10-19,letsventure,Startup Funding Marketplace,,Bengaluru,"accel partners, anupam mittal & other marquee investors",Private Equity,0.0
2015-10-19,citrus payment,Payments Solution platform,,Mumbai,"sequoia capital, ascent capital, econtext asia, beenos asia",Private Equity,230.0
2015-10-19,holidify,Travel Destination Discovery platform,,New Delhi,aarti group,Seed Funding,0.92
2015-10-20,primaseller,Order Fulfillment SAAS platform,,Bengaluru,"dr. aniruddha malpani manish gupta, m&s partners & others",Seed Funding,0.0
2015-10-20,opinio,Last Mile Delivery Service,,Bengaluru,"delhivery, sands capital and accel partners",Private Equity,64.4
2015-10-20,attune technologies,Healthcare IT Solutions & services,,Chennai,"qualcomm venture, norwest venture partners",Private Equity,92.0
2015-10-20,ichef.in,Gourmet Meals Delivery,,Mumbai,springboard ventures,Private Equity,0.0
2015-10-21,jiyo natural,Healthy Meals Food delivery platform,,Bengaluru,indian angel network,Seed Funding,0.0
2015-10-21,agentdesks,Real Estate Mobile CRM,,New York/ India,"sierra ventures, cota capital, vegas tech fund",Seed Funding,27.14
2015-10-21,white owl brewery,Micro-Brewery,,Mumbai,"arihant patni, raay global investments",Private Equity,14.076
2015-10-21,mealhopper,Home Made Food Marketplace,,Gurugram,"alok bajpai, rajnish kumar, amit dey",Seed Funding,0.92
2015-10-21,zenify.in,residential rental management platform,,Bengaluru,"atul jalan, shrikanth & bharath",Seed Funding,5.888
2015-10-21,stockal,Personalized Stock Intelligence Platform,,Bengaluru,"r natarajan, mohan alexander",Seed Funding,0.0
2015-10-23,medd,Personal Diagnostic Mobile App,,Mumbai,group of angel investors,Seed Funding,1.38
2015-10-23,leaping caravan,Online food ordering & Delivery service,,Gurugram,group of angel investors,Seed Funding,1.38
2015-10-23,frsh,Online food ordering & Delivery service,,Gurugram,"mumbai angels, mayank bhangdia, kae capital",Private Equity,9.2
2015-10-23,qik stay,Hotel Aggregator & booking platform,,New Delhi,id enablers pvt ltd,Seed Funding,2.3
2015-10-26,parcelled,Online Logistics Platform,,Bengaluru,delhivery,Private Equity,46.0
2015-10-26,almamapper,Online Student & Campus Social Networking platform,,Ahmedabad,oswal techno ventures llp,Seed Funding,3.68
2015-10-26,flexing it,Professionals & Project Search Marketplace,,New Delhi,undisclosed private investors,Seed Funding,4.6
2015-10-26,netmeds,Online Pharmacy,,Chennai,"orbimed, pradip dadha group",Private Equity,460.0
2015-10-26,razorpay,Online Payment Gateway,,Jaipur,"tiger global management, matrix partners",Private Equity,82.8
2015-10-27,jombay,Psychometric Test Online Software,,Pune,ventureworks india,Private Equity,0.0
2015-10-27,happitoo,Location based Nightlife recommendation Platform,,Mumbai,unnamed investor,Seed Funding,0.7084
2015-10-27,care24,Professional Health Services Platform,,Mumbai,india quotient,Seed Funding,3.22
2015-10-27,roadrunnr,Hyperlocal Logistics Service,,Bengaluru,"sequoia capital, nexus venture partners",Private Equity,92.0
2015-10-27,simpli5d,Online user engagement platform,,Gurugram,"redcliffe capital, yournest angel fund",Private Equity,0.0
2015-10-28,origa leasing,Asset Financing platform,,Mumbai,"ah! ventures, 500 startups & other hnis",Seed Funding,10.12
2015-10-28,smartivity.in,Virtual Reality activity based learning platform,,New Delhi,s chand and co pvt ltd,Seed Funding,1.84
2015-10-28,urdoorstep,Online Grocery Store,,Bengaluru,jupiter capital,Private Equity,0.0
2015-10-29,tavaga,Investment management platform,,Mumbai,tracxn syndicate,Seed Funding,0.0
2015-10-29,moglix,Industrial Toons Marketplace,,Noida,"accel partner, jungle ventures",Private Equity,0.0
2015-10-29,zophop,Public Commute helper App,,Mumbai,"amit singhal, pk gulati & others",Seed Funding,4.14
2015-10-30,niki.ai,Artificial Intelligence Ecommerce Chatbot,,Bengaluru,unilazer ventures,Seed Funding,0.0
2015-10-30,instavans,Truck Aggregator & Logistics service,,Bengaluru,suresh vaswani,Seed Funding,0.0
2015-10-30,lifto,Ridesharing Mobile app,,Mumbai,"rajesh bhatia, dheeraj mehta & others",Seed Funding,1.196
2015-10-30,tinyowl,Food Discovery & Delivery Mobile app,,Mumbai,"sequoia capital, matrix partners",Private Equity,69.0
2015-10-30,toppr,Competitive exam learning platform,,Mumbai,innoven capital,Private Equity,18.4
2015-10-30,kleeto,Document Digitization platform,,Gurugram,grex,Seed Funding,2.116
2015-10-30,beaconstalk,proximity marketing & Mobile Advertising platform,,Mumbai,puneet bhatia & others,Seed Funding,0.736
2015-10-31,jugnoo,Autorickshaw Aggregator & Booking platform,,Chandigarh,paytm,Private Equity,92.0
2015-01-09,toflo,FinTech Startup Incubation platform,,Mumbai,tania johny palathinkal,Seed Funding,0.92
2015-01-09,fxmartindia,Payment Services platform,,Chandigarh,flipkart,Private Equity,0.0
2015-01-09,stylecracker,Personalized Styling platform,,Mumbai,group of hni investors,Private Equity,9.2
2015-01-09,luxuryhues,Luxury goods Shopping Platform,,Gurugram,reliance capital,Private Equity,8.28
2015-02-09,holachef,Food Delivery Platform,,Mumbai,ratan tata,Private Equity,0.0
2015-02-09,zivame,Online Lingerie Marketplace,,Bengaluru,"zodius technology fund, khazanah nasional berhad",Private Equity,368.0
2015-02-09,capillary tech,Cloud software solutions,,New Delhi,"warburg pincus, sequoia capital, norwest venture partners",Private Equity,414.0
2015-03-09,jobspire,Job Search Platform,,Bengaluru,purvi capital,Seed Funding,2.392
2015-03-09,meradoctor,Doctor consultancy Mobile App,,Mumbai,india quotient & other investors,Seed Funding,0.0
2015-03-09,vistaar finance,Small Business Financing (NBFC),,Bengaluru,"westbridge capital, omidyar network, elevar equity, saama capital, lok capital",Private Equity,368.0
2015-03-09,hijinny,Beauty & Wellness Services Marketplace,,Mumbai,cmyk health boutique pvt ltd & other individual investors,Seed Funding,0.0
2015-04-09,clapsnslaps,Online Movie Review Platform,,Mumbai,r m picture company pvt. ltd.,Seed Funding,1.38
2015-04-09,blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,,Mumbai,ashish jhalani,Seed Funding,0.92
2015-04-09,roomcentral,Cloud-based Hotel Booking Platform,,Bengaluru,karanpal singh,Seed Funding,18.4
2015-07-09,youthkiawaaz,Community Driven News/Views Platform,,New Delhi,"raghav bahl, ritu kapur",Seed Funding,5.52
2015-07-09,prozo,Study Material Marketplace,,New Delhi,"nalin jain, shomil pant, dinesh kundu & others",Seed Funding,1.886
2015-07-09,zomato,Restaurant Ratings & Reviews platform,,Gurugram,"temasek, vy capital",Private Equity,552.0
2015-07-09,sahayog dairy,Dairy Based Product Manufacturer,,Bhopal,acumen fund,Private Equity,16.56
2015-08-09,mockbank,Government Test Preparation platform,,Bengaluru,blume ventures,Seed Funding,3.68
2015-08-09,reportbee,Smart Report Cards for Schools,,Chennai,india educational investment fund,Seed Funding,0.0
2015-08-09,gurug learning,Teacher empowerment platform,,Bengaluru,india educational investment fund,Seed Funding,0.0
2015-10-09,onlinetyari,Multilingual Test Preparation Platform,,Gurugram,"500 startups, tv mohandas pai, tandem capital, vikram chachra, aloke bajpai",Private Equity,7.084
2015-10-09,industrybuying,Industrial Tools Marketplace,,New Delhi,"kalaari capital, saif partners, beenextan investment fund",Private Equity,84.64
2015-10-09,the/nudge foundation,Non Profit Organization to alleviate poverty,,Bengaluru,"nanadan nilekani, inmobi, paytm",Seed Funding,2.898
2015-11-09,fitmein,Gym & Fitness Studios Subscription platform,,New Delhi,green house ventures,Seed Funding,0.92
2015-11-09,envoged,pre-used luxury item Marketplace,,Mumbai,"ankush nijhawan, manish dhingra, gaurav bhatnagar",Seed Funding,0.0
2015-11-09,zapyle,pre-used apparel shopping mobile app,,Bengaluru,undisclosed,Seed Funding,9.2
2015-11-09,renomania,Home Design & D\\xc3\\xa9cor platform,,New Delhi,subodh gupta,Seed Funding,0.0
2015-12-09,credr,Used Vehicles Marketplace,,Mumbai,eight road ventures,Private Equity,138.0
2015-12-09,yatragenie,Online Bus & Cab ticketing platform,,Hyderabad,ash bhardwaj,Private Equity,0.0
2015-09-14,canvasflip,Mobile App testing platform,,Hyderabad,bessemer venture partners,Seed Funding,11.04
2015-09-14,shadowfax,Hyperlocal Delivery Services,,Gurugram,eight roads ventures,Private Equity,82.8
2015-09-14,ue life sciences,Early Cancer Detection Solutions,,US/India,"aarin capital, unitus seed fund",Private Equity,27.6
2015-09-14,ola cabs,Cab rental Mobile app,,Bengaluru,"falcon edge capital, ny based hedge fund, tiger global, softbank",Private Equity,2070.0
2015-09-15,coverfox,Online Insurance Distribution Platform,,Mumbai,cataraman ventures,Private Equity,18.4
2015-09-15,moengage,Mobile Marketing Automation Platform,,Bengaluru,"helion venture partners, exfinity ventures",Private Equity,39.1
2015-09-15,mubble,Prepaid Mobile Bill Manager App,,Bengaluru,nandan nilekani,Seed Funding,0.0
2015-09-15,tea trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,,Mumbai,"anil matai, vikram tandon, shyam sundar r & others",Seed Funding,9.2
2015-09-15,room on call,Branded Budget Hotel Marketplace,,Noida,payal syal,Seed Funding,2.76
2015-09-15,fyne,Home Fitting & Fixtures Marketplace,,Bengaluru,sandeep dama & others,Seed Funding,0.0
2015-09-16,chaipoint,Food Subscription platform,,Bengaluru,eight roads ventures,Private Equity,92.0
2015-09-16,wedmegood,Wedding Planning Platform,,Gurugram,indian angel network,Seed Funding,3.772
2015-09-16,xstok,B2B Mobile Auction Marketplace,,Mumbai,oliphans capital,Seed Funding,4.14
2015-09-17,unilog,ECommerce Data Analytics Platform,,Bengaluru,kalaari capital,Private Equity,0.0
2015-09-17,paintcollar,Designer Merchandize Marketplace,,Mumbai,applyifi,Seed Funding,0.0
2015-09-17,yepme,Private label Fashion eTailer,,Gurugram,"khazanah nasional berhad, helion venture partners",Private Equity,690.0
2015-09-17,bueno,Online Food ordering & delivery,,Gurugram,high networth individuals (no details),Seed Funding,5.52
2015-09-18,plabro,Real Estate Broker Platform App,,New Delhi,"sachin bansal & binny bansal, sol primero, outbox ventures, sangram singh",Seed Funding,3.22
2015-09-18,curejoy,Online Health & Wellness platform,,Bengaluru,"accel partners, subrata mitra, larry braitman, venk krishna",Private Equity,10.58
2015-09-18,briston technomach,Internet of Things platform,,New Delhi,undisclosed,Seed Funding,1.38
2015-09-18,labstreet,Diagnostic Labs aggregator platform,,Gurugram,multiple investors,Seed Funding,1.38
2015-09-19,dailyninja,Hyperlocal Delivery Platform,,Bengaluru,"aprameya radhakrishna, naman sarawagi, afsal salu,",Seed Funding,0.0
2015-09-21,portea medical,Home Medical Care Services,,Bengaluru,"accel partners, international finance corporation (ifc), qualcomm ventures, ventureast",Private Equity,345.0
2015-09-21,neotrade analytics,Real-Time stock data platform,,Bengaluru,rainmatter,Seed Funding,2.162
2015-09-21,dishco,Food discovery & table booking app,,Mumbai,"anand mahindra, uday punj, ashish hemrajani, sanjeev mehra",Seed Funding,0.0
2015-09-21,lafalafa,coupons and cashback aggregator app,,Mumbai,500 startups,Seed Funding,1.15
2015-09-21,connectabank,Financial Products lead generation platform,,Mumbai,prakhar bumb,Seed Funding,0.0
2015-09-22,villfarm,Sustainable Agri-inputs Firm,,Bengaluru,"unitus seed fund, rianta capital, r ramaraj, sunil edwards",Seed Funding,0.0
2015-09-22,bestdealfinance,Financial Services Portal,,Mumbai,"kalaari capital, yournest angel fund",Private Equity,27.6
2015-09-22,gamexs.in,Pre-owned games Marketplace,,New Delhi,lead angels,Seed Funding,0.0
2015-09-22,the man company,Content-based Subscription eCommerce platform,,New Delhi,"karan bajwa, amanpreet bajaj, manish vij",Seed Funding,0.0
2015-09-22,virtual logic,"virtual reality, 3d simulation and stereoscopic products",,Bengaluru,swarnim multiventures,Private Equity,7.36
2015-09-22,furdo,Online Interior Designing platform,,Bengaluru,bhavdeep reddy,Seed Funding,3.68
2015-09-22,loginext,End-to-end Logistics platform,,Mumbai,paytm,Private Equity,92.0
2015-09-22,korra,Private Label Apparel sales,,New Delhi,asha jadeja motwani & others,Seed Funding,2.76
2015-09-23,credihealth,Healthcare Consulting platform,,Gurugram,rajat malhotra,Seed Funding,0.0
2015-09-23,amigobulls,Stock Market Portal,,Bengaluru,"sharad sharma, vijay anand, mohandas pai. pallav nadhani, singapore angels network & others",Seed Funding,0.0
2015-09-23,silverpush,Cross-device retargeting platform,,Gurgaon / SFO,m&s partners,Private Equity,11.04
2015-09-23,juggernaut,Digital & Physical Publishing platform,,New Delhi,"william bissell, neeraj aggarwal, nandan nilekani",Private Equity,20.7
2015-09-23,innerchef,Food Delivery Platform,,New Delhi,"phanindra sama, anupam mittal, vijay shekhar sharma, vishal gondal, sateesh andara & others",Private Equity,16.1
2015-09-24,quintype,Data Driven Publishing platform,,Bengaluru,raghav bahl,Private Equity,30.36
2015-09-24,capabiliti,Employee OnBoarding & Orientation platform,,Noida,"500 startups, smile multimedia, kunal bahl, rohit bansal, girish matrubootham",Seed Funding,3.68
2015-09-24,fourth partner energy,Solar Power Solutions company,,Hyderabad,"infuse ventures, the chennai angels",Private Equity,18.4
2015-09-24,licious,Online Meat Ordering platform,,Bengaluru,"kanwaljit singh, tv mohandas pai",Seed Funding,9.2
2015-09-25,travelkhana,online meal-booking platform for train travelers,,New Delhi,astarc ventures & others,Seed Funding,0.0
2015-09-28,quickli,hyperlocal delivery platform,,New Delhi,"500 startups, mato peric & others",Seed Funding,0.0
2015-09-28,ola cabs,Cab Booking app platform,,Bengaluru,didi kuaidi,Private Equity,276.0
2015-09-29,paytm,E-Commerce & M-Commerce platform,,New Delhi,"alibaba group, ant financial",Private Equity,6256.0
2015-09-29,inmobi,Mobile Advertising platform,,Bengaluru,tennenbaum capital partners & others,Private Equity,920.0
2015-09-29,peppertap,Hyperlocal Grocery Delivery,,Gurugram,"sequoia india, saif partners.",Private Equity,331.2
2015-09-29,hugefly,Ecommerce Product recommendation platform,,Pune,mayank singhal and others,Seed Funding,0.0
2015-09-29,brigge,Activity Based Social Network,,Chennai,the chennai angels,Seed Funding,0.0
2015-09-29,zakoopi,Fashion Discovery platform,,New Delhi,uniqorn ventures,Seed Funding,3.22
2015-09-29,loancircle,Consumer lending marketplace,,Bengaluru,"zishaan hayath, rahul khanna & others",Seed Funding,0.0
2015-09-30,infoworks,Big Data Management Platform,,Bangalore / USA,"nexus venture partners, knoll ventures and others",Private Equity,46.0
2015-09-30,reddoorz,Budget Accommodation Platform,,Noida,jungle ventures,Seed Funding,9.2
2015-09-30,firsttouch,Local Mobile OS,,Gurugram,"kunal bahl, rohit bansal, pranay chulet, naveen tiwari, amit gupta, mayank singhal",Seed Funding,0.0
2015-09-30,eywa media,Digital Signal processing platform,,Bengaluru,"ah! ventures, viktor koenig pe fund, mantra ventures",Seed Funding,9.2
2015-01-08,snapdeal,Ecommerce Marketplace,,New Delhi,"alibaba, foxconn, softbank",Private Equity,4600.0
2015-01-08,ressy,Restaurant Discount app,,Pune,mohandas pai & others,Seed Funding,3.68
2015-03-08,cuelearn,Tech-enabled learning,,New Delhi,alok mittal,Seed Funding,0.0
2015-03-08,connect india,ECommerce Logistics provider,,New Delhi,aavishkaar,Private Equity,46.0
2015-03-08,the home salon,on-demand home beauty and wellness portal,,Mumbai,venturenursery,Seed Funding,0.0
2015-03-08,jusride,Self Driven Car rental,,Mumbai,"alok mittal, zeeshan hayat, niraj singh, nikunj jain, anirudh damani, punit goyal",Seed Funding,0.0
2015-03-08,oyorooms,Budget Hotel accommodation brand,,New Delhi,"softbank group, greenoaks capital, sequoia capital, lightspeed india",Private Equity,920.0
2015-03-08,glowship,Energy & Environment Online Marketplace,,Bengaluru,infuse ventures,Seed Funding,0.0
2015-03-08,wizrocket,User Engagment & Analytics platform,,Mumbai,"sequoia capital, accel partners",Private Equity,88.32
2015-04-08,pickingo,On-Demand Delivery Logistics,,New Delhi,"orios venture partners, zishaan hayath",Private Equity,11.96
2015-05-08,grex,fund raising platform for startups,,Pune,"kunal bajaj, chandru badrinarayanan",Seed Funding,5.98
2015-05-08,letstransport,Logistics Tech Platform,,Bengaluru,"rebright partners, ankush nijhawan, gaurav bhatnagar, manish dhingra",Seed Funding,11.96
2015-05-08,zo rooms,Online budget hotel chain,,New Delhi,"tiger global management, orios venture partners",Private Equity,276.0
2015-05-08,doormint,Hyperlocal Handyman services,,Mumbai,"helion venture partners, kalaari capital",Private Equity,27.6
2015-05-08,nightstay,hotel booking app,,Noida,"bedrock ventures, rajesh sawhney, shailesh singh",Seed Funding,4.6
2015-05-08,zocalo,Rental Accomodation finder,,New Delhi,"sachin bhatia, rajesh sawhney",Seed Funding,0.0
